SRN,marks,course,session_no
1239,35,General Knowledge,2022
1239,48,Biology,2022
1239,26,Geography,2022
1239,73,Library,2022
1239,91,Chemistry,2022
1239,45,Physics,2022
1239,18,Hindi,2022
1239,55,Sports,2022
1239,34,Moral Science,2021
1239,37,Geography,2021
1239,82,computer,2021
1239,41,Chemistry,2021
1239,68,Music,2021
1239,80,Mathematics,2021
1239,27,Civics,2021
1239,90,Physics,2021
1239,84,General Knowledge,2020
1239,3,Biology,2020
1239,26,Moral Science,2020
1239,96,Dance,2020
1239,50,History,2020
1239,4,Library,2020
1239,53,Chemistry,2020
1239,96,Physics,2020
1240,19,General Knowledge,2022
1240,31,Biology,2022
1240,95,Geography,2022
1240,30,Library,2022
1240,29,Chemistry,2022
1240,10,Physics,2022
1240,81,Hindi,2022
1240,67,Sports,2022
1240,71,Moral Science,2021
1240,79,Geography,2021
1240,41,computer,2021
1240,74,Chemistry,2021
1240,65,Music,2021
1240,45,Mathematics,2021
1240,33,Civics,2021
1240,68,Physics,2021
1240,49,General Knowledge,2020
1240,18,Biology,2020
1240,88,Moral Science,2020
1240,32,Dance,2020
1240,84,History,2020
1240,71,Library,2020
1240,1,Chemistry,2020
1240,37,Physics,2020
1241,49,Dance,2022
1241,87,Geography,2022
1241,22,Moral Science,2022
1241,62,Chemistry,2022
1241,79,Music,2022
1241,77,Mathematics,2022
1241,74,Civics,2022
1241,28,Hindi,2022
1241,94,Biology,2021
1241,26,Dance,2021
1241,37,History,2021
1241,96,Music,2021
1241,3,English,2021
1241,24,Hindi,2021
1241,61,Sports,2021
1241,87,Art,2021
1241,75,Dance,2020
1241,62,Geography,2020
1241,68,Moral Science,2020
1241,44,Music,2020
1241,100,Chemistry,2020
1241,3,Civics,2020
1241,79,Sports,2020
1241,46,Art,2020
1242,57,Dance,2022
1242,93,Geography,2022
1242,70,Moral Science,2022
1242,9,Chemistry,2022
1242,87,Music,2022
1242,94,Mathematics,2022
1242,61,Civics,2022
1242,50,Hindi,2022
1242,65,Biology,2021
1242,53,Dance,2021
1242,4,History,2021
1242,82,Music,2021
1242,95,English,2021
1242,6,Hindi,2021
1242,54,Sports,2021
1242,79,Art,2021
1242,11,Dance,2020
1242,99,Geography,2020
1242,63,Moral Science,2020
1242,76,Music,2020
1242,95,Chemistry,2020
1242,30,Civics,2020
1242,51,Sports,2020
1242,57,Art,2020
1243,79,Dance,2022
1243,72,Geography,2022
1243,84,Moral Science,2022
1243,22,Chemistry,2022
1243,41,Music,2022
1243,56,Mathematics,2022
1243,32,Civics,2022
1243,68,Hindi,2022
1243,59,Biology,2021
1243,21,Dance,2021
1243,71,History,2021
1243,90,Music,2021
1243,30,English,2021
1243,3,Hindi,2021
1243,76,Sports,2021
1243,74,Art,2021
1243,90,Dance,2020
1243,59,Geography,2020
1243,43,Moral Science,2020
1243,25,Music,2020
1243,90,Chemistry,2020
1243,74,Civics,2020
1243,64,Sports,2020
1243,49,Art,2020
1244,77,Dance,2022
1244,98,Geography,2022
1244,55,Moral Science,2022
1244,61,Chemistry,2022
1244,67,Music,2022
1244,40,Mathematics,2022
1244,79,Civics,2022
1244,91,Hindi,2022
1244,32,Biology,2021
1244,49,Dance,2021
1244,25,History,2021
1244,60,Music,2021
1244,96,English,2021
1244,45,Hindi,2021
1244,26,Sports,2021
1244,48,Art,2021
1244,83,Dance,2020
1244,63,Geography,2020
1244,54,Moral Science,2020
1244,78,Music,2020
1244,85,Chemistry,2020
1244,64,Civics,2020
1244,6,Sports,2020
1244,49,Art,2020
1245,70,Dance,2022
1245,20,Geography,2022
1245,95,Moral Science,2022
1245,66,Chemistry,2022
1245,96,Music,2022
1245,35,Mathematics,2022
1245,74,Civics,2022
1245,82,Hindi,2022
1245,50,Biology,2021
1245,73,Dance,2021
1245,18,History,2021
1245,11,Music,2021
1245,22,English,2021
1245,92,Hindi,2021
1245,21,Sports,2021
1245,44,Art,2021
1245,36,Dance,2020
1245,52,Geography,2020
1245,68,Moral Science,2020
1245,48,Music,2020
1245,77,Chemistry,2020
1245,23,Civics,2020
1245,99,Sports,2020
1245,100,Art,2020
1246,37,Dance,2022
1246,44,Geography,2022
1246,42,Moral Science,2022
1246,56,Chemistry,2022
1246,36,Music,2022
1246,93,Mathematics,2022
1246,33,Civics,2022
1246,24,Hindi,2022
1246,68,Biology,2021
1246,84,Dance,2021
1246,67,History,2021
1246,99,Music,2021
1246,61,English,2021
1246,62,Hindi,2021
1246,40,Sports,2021
1246,97,Art,2021
1246,46,Dance,2020
1246,70,Geography,2020
1246,26,Moral Science,2020
1246,49,Music,2020
1246,29,Chemistry,2020
1246,89,Civics,2020
1246,90,Sports,2020
1246,49,Art,2020
1247,36,Dance,2022
1247,31,Geography,2022
1247,49,Moral Science,2022
1247,65,Chemistry,2022
1247,68,Music,2022
1247,70,Mathematics,2022
1247,100,Civics,2022
1247,61,Hindi,2022
1247,28,Biology,2021
1247,30,Dance,2021
1247,78,History,2021
1247,97,Music,2021
1247,27,English,2021
1247,39,Hindi,2021
1247,60,Sports,2021
1247,70,Art,2021
1247,71,Dance,2020
1247,89,Geography,2020
1247,72,Moral Science,2020
1247,45,Music,2020
1247,22,Chemistry,2020
1247,91,Civics,2020
1247,83,Sports,2020
1247,62,Art,2020
1248,76,Dance,2022
1248,78,Geography,2022
1248,59,Moral Science,2022
1248,59,Chemistry,2022
1248,65,Music,2022
1248,43,Mathematics,2022
1248,21,Civics,2022
1248,34,Hindi,2022
1248,0,Biology,2021
1248,82,Dance,2021
1248,26,History,2021
1248,46,Music,2021
1248,60,English,2021
1248,34,Hindi,2021
1248,57,Sports,2021
1248,5,Art,2021
1248,22,Dance,2020
1248,52,Geography,2020
1248,35,Moral Science,2020
1248,71,Music,2020
1248,64,Chemistry,2020
1248,8,Civics,2020
1248,25,Sports,2020
1248,54,Art,2020
1249,66,Dance,2022
1249,44,Geography,2022
1249,31,Moral Science,2022
1249,24,Chemistry,2022
1249,78,Music,2022
1249,42,Mathematics,2022
1249,89,Civics,2022
1249,76,Hindi,2022
1249,81,Biology,2021
1249,25,Dance,2021
1249,40,History,2021
1249,93,Music,2021
1249,35,English,2021
1249,13,Hindi,2021
1249,74,Sports,2021
1249,26,Art,2021
1249,63,Dance,2020
1249,67,Geography,2020
1249,90,Moral Science,2020
1249,10,Music,2020
1249,88,Chemistry,2020
1249,22,Civics,2020
1249,35,Sports,2020
1249,30,Art,2020
1250,25,Dance,2022
1250,55,Geography,2022
1250,98,Moral Science,2022
1250,5,Chemistry,2022
1250,89,Music,2022
1250,58,Mathematics,2022
1250,98,Civics,2022
1250,77,Hindi,2022
1250,37,Biology,2021
1250,40,Dance,2021
1250,52,History,2021
1250,92,Music,2021
1250,51,English,2021
1250,18,Hindi,2021
1250,21,Sports,2021
1250,16,Art,2021
1250,51,Dance,2020
1250,51,Geography,2020
1250,31,Moral Science,2020
1250,91,Music,2020
1250,56,Chemistry,2020
1250,75,Civics,2020
1250,31,Sports,2020
1250,74,Art,2020
1251,100,Dance,2022
1251,57,Geography,2022
1251,65,Moral Science,2022
1251,86,Chemistry,2022
1251,39,Music,2022
1251,70,Mathematics,2022
1251,44,Civics,2022
1251,37,Hindi,2022
1251,41,Biology,2021
1251,58,Dance,2021
1251,19,History,2021
1251,42,Music,2021
1251,15,English,2021
1251,77,Hindi,2021
1251,38,Sports,2021
1251,96,Art,2021
1251,54,Dance,2020
1251,0,Geography,2020
1251,56,Moral Science,2020
1251,59,Music,2020
1251,50,Chemistry,2020
1251,35,Civics,2020
1251,24,Sports,2020
1251,92,Art,2020
1252,51,Dance,2022
1252,89,Geography,2022
1252,66,Moral Science,2022
1252,65,Chemistry,2022
1252,97,Music,2022
1252,53,Mathematics,2022
1252,77,Civics,2022
1252,72,Hindi,2022
1252,76,Biology,2021
1252,38,Dance,2021
1252,91,History,2021
1252,47,Music,2021
1252,69,English,2021
1252,9,Hindi,2021
1252,22,Sports,2021
1252,94,Art,2021
1252,4,Dance,2020
1252,12,Geography,2020
1252,24,Moral Science,2020
1252,0,Music,2020
1252,96,Chemistry,2020
1252,42,Civics,2020
1252,51,Sports,2020
1252,13,Art,2020
1253,76,Dance,2022
1253,56,Geography,2022
1253,62,Moral Science,2022
1253,37,Chemistry,2022
1253,6,Music,2022
1253,17,Mathematics,2022
1253,56,Civics,2022
1253,32,Hindi,2022
1253,72,Biology,2021
1253,26,Dance,2021
1253,96,History,2021
1253,27,Music,2021
1253,90,English,2021
1253,42,Hindi,2021
1253,51,Sports,2021
1253,68,Art,2021
1253,65,Dance,2020
1253,37,Geography,2020
1253,86,Moral Science,2020
1253,53,Music,2020
1253,86,Chemistry,2020
1253,31,Civics,2020
1253,33,Sports,2020
1253,78,Art,2020
1254,1,Dance,2022
1254,91,Geography,2022
1254,61,Moral Science,2022
1254,24,Chemistry,2022
1254,90,Music,2022
1254,58,Mathematics,2022
1254,59,Civics,2022
1254,58,Hindi,2022
1254,88,Biology,2021
1254,83,Dance,2021
1254,26,History,2021
1254,63,Music,2021
1254,89,English,2021
1254,85,Hindi,2021
1254,45,Sports,2021
1254,42,Art,2021
1254,30,Dance,2020
1254,53,Geography,2020
1254,43,Moral Science,2020
1254,19,Music,2020
1254,10,Chemistry,2020
1254,33,Civics,2020
1254,43,Sports,2020
1254,42,Art,2020
1255,34,Dance,2022
1255,81,Geography,2022
1255,81,Moral Science,2022
1255,67,Chemistry,2022
1255,95,Music,2022
1255,77,Mathematics,2022
1255,72,Civics,2022
1255,98,Hindi,2022
1255,22,Biology,2021
1255,50,Dance,2021
1255,85,History,2021
1255,9,Music,2021
1255,61,English,2021
1255,35,Hindi,2021
1255,9,Sports,2021
1255,55,Art,2021
1255,55,Dance,2020
1255,61,Geography,2020
1255,23,Moral Science,2020
1255,8,Music,2020
1255,55,Chemistry,2020
1255,91,Civics,2020
1255,48,Sports,2020
1255,87,Art,2020
1256,24,Dance,2022
1256,73,Geography,2022
1256,33,Moral Science,2022
1256,27,Chemistry,2022
1256,93,Music,2022
1256,45,Mathematics,2022
1256,69,Civics,2022
1256,71,Hindi,2022
1256,63,Biology,2021
1256,77,Dance,2021
1256,67,History,2021
1256,34,Music,2021
1256,50,English,2021
1256,28,Hindi,2021
1256,13,Sports,2021
1256,98,Art,2021
1256,48,Dance,2020
1256,29,Geography,2020
1256,54,Moral Science,2020
1256,11,Music,2020
1256,58,Chemistry,2020
1256,89,Civics,2020
1256,26,Sports,2020
1256,24,Art,2020
1257,43,Dance,2022
1257,58,Geography,2022
1257,51,Moral Science,2022
1257,8,Chemistry,2022
1257,3,Music,2022
1257,38,Mathematics,2022
1257,76,Civics,2022
1257,97,Hindi,2022
1257,40,Biology,2021
1257,92,Dance,2021
1257,45,History,2021
1257,44,Music,2021
1257,26,English,2021
1257,97,Hindi,2021
1257,42,Sports,2021
1257,76,Art,2021
1257,35,Dance,2020
1257,21,Geography,2020
1257,93,Moral Science,2020
1257,78,Music,2020
1257,30,Chemistry,2020
1257,95,Civics,2020
1257,87,Sports,2020
1257,71,Art,2020
1258,78,Dance,2022
1258,94,Geography,2022
1258,79,Moral Science,2022
1258,87,Chemistry,2022
1258,64,Music,2022
1258,89,Mathematics,2022
1258,98,Civics,2022
1258,100,Hindi,2022
1258,95,Biology,2021
1258,46,Dance,2021
1258,74,History,2021
1258,41,Music,2021
1258,90,English,2021
1258,69,Hindi,2021
1258,75,Sports,2021
1258,28,Art,2021
1258,69,Dance,2020
1258,94,Geography,2020
1258,45,Moral Science,2020
1258,42,Music,2020
1258,35,Chemistry,2020
1258,23,Civics,2020
1258,41,Sports,2020
1258,98,Art,2020
1259,52,Dance,2022
1259,31,Geography,2022
1259,98,Moral Science,2022
1259,63,Chemistry,2022
1259,51,Music,2022
1259,23,Mathematics,2022
1259,82,Civics,2022
1259,64,Hindi,2022
1259,93,Biology,2021
1259,82,Dance,2021
1259,37,History,2021
1259,52,Music,2021
1259,45,English,2021
1259,56,Hindi,2021
1259,35,Sports,2021
1259,54,Art,2021
1259,100,Dance,2020
1259,13,Geography,2020
1259,91,Moral Science,2020
1259,53,Music,2020
1259,94,Chemistry,2020
1259,64,Civics,2020
1259,68,Sports,2020
1259,49,Art,2020
1260,31,Dance,2022
1260,78,Geography,2022
1260,5,Moral Science,2022
1260,81,Chemistry,2022
1260,30,Music,2022
1260,18,Mathematics,2022
1260,63,Civics,2022
1260,76,Hindi,2022
1260,39,Biology,2021
1260,61,Dance,2021
1260,29,History,2021
1260,42,Music,2021
1260,45,English,2021
1260,75,Hindi,2021
1260,35,Sports,2021
1260,8,Art,2021
1260,48,Dance,2020
1260,15,Geography,2020
1260,64,Moral Science,2020
1260,64,Music,2020
1260,94,Chemistry,2020
1260,53,Civics,2020
1260,37,Sports,2020
1260,32,Art,2020
1261,1,Biology,2022
1261,96,Dance,2022
1261,88,Moral Science,2022
1261,9,computer,2022
1261,22,Library,2022
1261,37,Mathematics,2022
1261,22,Civics,2022
1261,84,Hindi,2022
1261,3,General Knowledge,2021
1261,43,Dance,2021
1261,100,Geography,2021
1261,98,computer,2021
1261,38,Civics,2021
1261,55,Physics,2021
1261,35,Hindi,2021
1261,18,Art,2021
1261,60,General Knowledge,2020
1261,42,Geography,2020
1261,58,Library,2020
1261,50,Music,2020
1261,44,Chemistry,2020
1261,65,Physics,2020
1261,93,Hindi,2020
1261,66,Sports,2020
1262,88,Biology,2022
1262,87,Dance,2022
1262,71,Moral Science,2022
1262,91,computer,2022
1262,100,Library,2022
1262,34,Mathematics,2022
1262,70,Civics,2022
1262,84,Hindi,2022
1262,63,General Knowledge,2021
1262,63,Dance,2021
1262,53,Geography,2021
1262,7,computer,2021
1262,48,Civics,2021
1262,14,Physics,2021
1262,48,Hindi,2021
1262,84,Art,2021
1262,100,General Knowledge,2020
1262,79,Geography,2020
1262,31,Library,2020
1262,48,Music,2020
1262,76,Chemistry,2020
1262,42,Physics,2020
1262,53,Hindi,2020
1262,66,Sports,2020
1263,65,Biology,2022
1263,50,Dance,2022
1263,32,Moral Science,2022
1263,84,computer,2022
1263,86,Library,2022
1263,68,Mathematics,2022
1263,60,Civics,2022
1263,3,Hindi,2022
1263,14,General Knowledge,2021
1263,35,Dance,2021
1263,78,Geography,2021
1263,81,computer,2021
1263,46,Civics,2021
1263,78,Physics,2021
1263,74,Hindi,2021
1263,69,Art,2021
1263,53,General Knowledge,2020
1263,30,Geography,2020
1263,80,Library,2020
1263,36,Music,2020
1263,52,Chemistry,2020
1263,89,Physics,2020
1263,28,Hindi,2020
1263,84,Sports,2020
1264,40,Biology,2022
1264,55,Dance,2022
1264,87,Moral Science,2022
1264,78,computer,2022
1264,84,Library,2022
1264,31,Mathematics,2022
1264,18,Civics,2022
1264,55,Hindi,2022
1264,80,General Knowledge,2021
1264,70,Dance,2021
1264,74,Geography,2021
1264,9,computer,2021
1264,74,Civics,2021
1264,63,Physics,2021
1264,76,Hindi,2021
1264,78,Art,2021
1264,65,General Knowledge,2020
1264,43,Geography,2020
1264,35,Library,2020
1264,58,Music,2020
1264,98,Chemistry,2020
1264,87,Physics,2020
1264,78,Hindi,2020
1264,70,Sports,2020
1265,50,Biology,2022
1265,73,Dance,2022
1265,74,Moral Science,2022
1265,89,computer,2022
1265,35,Library,2022
1265,27,Mathematics,2022
1265,55,Civics,2022
1265,30,Hindi,2022
1265,70,General Knowledge,2021
1265,82,Dance,2021
1265,30,Geography,2021
1265,62,computer,2021
1265,85,Civics,2021
1265,15,Physics,2021
1265,68,Hindi,2021
1265,49,Art,2021
1265,91,General Knowledge,2020
1265,41,Geography,2020
1265,11,Library,2020
1265,61,Music,2020
1265,35,Chemistry,2020
1265,20,Physics,2020
1265,99,Hindi,2020
1265,29,Sports,2020
1266,44,Biology,2022
1266,4,Dance,2022
1266,100,Moral Science,2022
1266,81,computer,2022
1266,100,Library,2022
1266,93,Mathematics,2022
1266,84,Civics,2022
1266,86,Hindi,2022
1266,29,General Knowledge,2021
1266,33,Dance,2021
1266,40,Geography,2021
1266,9,computer,2021
1266,30,Civics,2021
1266,19,Physics,2021
1266,45,Hindi,2021
1266,68,Art,2021
1266,60,General Knowledge,2020
1266,94,Geography,2020
1266,51,Library,2020
1266,62,Music,2020
1266,4,Chemistry,2020
1266,54,Physics,2020
1266,86,Hindi,2020
1266,25,Sports,2020
1267,48,Biology,2022
1267,49,Dance,2022
1267,92,Moral Science,2022
1267,62,computer,2022
1267,21,Library,2022
1267,64,Mathematics,2022
1267,5,Civics,2022
1267,59,Hindi,2022
1267,35,General Knowledge,2021
1267,36,Dance,2021
1267,25,Geography,2021
1267,48,computer,2021
1267,28,Civics,2021
1267,34,Physics,2021
1267,39,Hindi,2021
1267,61,Art,2021
1267,28,General Knowledge,2020
1267,57,Geography,2020
1267,87,Library,2020
1267,54,Music,2020
1267,56,Chemistry,2020
1267,0,Physics,2020
1267,25,Hindi,2020
1267,7,Sports,2020
1268,57,Biology,2022
1268,98,Dance,2022
1268,49,Moral Science,2022
1268,72,computer,2022
1268,40,Library,2022
1268,35,Mathematics,2022
1268,41,Civics,2022
1268,20,Hindi,2022
1268,42,General Knowledge,2021
1268,81,Dance,2021
1268,53,Geography,2021
1268,48,computer,2021
1268,68,Civics,2021
1268,55,Physics,2021
1268,30,Hindi,2021
1268,23,Art,2021
1268,55,General Knowledge,2020
1268,49,Geography,2020
1268,79,Library,2020
1268,86,Music,2020
1268,90,Chemistry,2020
1268,77,Physics,2020
1268,57,Hindi,2020
1268,25,Sports,2020
1269,95,Biology,2022
1269,67,Dance,2022
1269,52,Moral Science,2022
1269,5,computer,2022
1269,77,Library,2022
1269,32,Mathematics,2022
1269,66,Civics,2022
1269,69,Hindi,2022
1269,51,General Knowledge,2021
1269,26,Dance,2021
1269,46,Geography,2021
1269,54,computer,2021
1269,13,Civics,2021
1269,57,Physics,2021
1269,82,Hindi,2021
1269,23,Art,2021
1269,91,General Knowledge,2020
1269,46,Geography,2020
1269,4,Library,2020
1269,31,Music,2020
1269,45,Chemistry,2020
1269,12,Physics,2020
1269,91,Hindi,2020
1269,43,Sports,2020
1270,91,Biology,2022
1270,25,Dance,2022
1270,58,Moral Science,2022
1270,67,computer,2022
1270,71,Library,2022
1270,58,Mathematics,2022
1270,68,Civics,2022
1270,27,Hindi,2022
1270,39,General Knowledge,2021
1270,31,Dance,2021
1270,35,Geography,2021
1270,86,computer,2021
1270,81,Civics,2021
1270,23,Physics,2021
1270,40,Hindi,2021
1270,41,Art,2021
1270,3,General Knowledge,2020
1270,85,Geography,2020
1270,74,Library,2020
1270,88,Music,2020
1270,65,Chemistry,2020
1270,48,Physics,2020
1270,51,Hindi,2020
1270,37,Sports,2020
1271,27,Biology,2022
1271,65,Dance,2022
1271,32,Moral Science,2022
1271,28,computer,2022
1271,30,Library,2022
1271,42,Mathematics,2022
1271,17,Civics,2022
1271,86,Hindi,2022
1271,28,General Knowledge,2021
1271,49,Dance,2021
1271,91,Geography,2021
1271,39,computer,2021
1271,25,Civics,2021
1271,47,Physics,2021
1271,83,Hindi,2021
1271,77,Art,2021
1271,59,General Knowledge,2020
1271,25,Geography,2020
1271,31,Library,2020
1271,19,Music,2020
1271,95,Chemistry,2020
1271,54,Physics,2020
1271,92,Hindi,2020
1271,26,Sports,2020
1272,64,Biology,2022
1272,64,Dance,2022
1272,39,Moral Science,2022
1272,72,computer,2022
1272,38,Library,2022
1272,95,Mathematics,2022
1272,84,Civics,2022
1272,85,Hindi,2022
1272,73,General Knowledge,2021
1272,82,Dance,2021
1272,76,Geography,2021
1272,81,computer,2021
1272,71,Civics,2021
1272,1,Physics,2021
1272,32,Hindi,2021
1272,89,Art,2021
1272,40,General Knowledge,2020
1272,36,Geography,2020
1272,96,Library,2020
1272,51,Music,2020
1272,65,Chemistry,2020
1272,61,Physics,2020
1272,27,Hindi,2020
1272,83,Sports,2020
1273,51,Biology,2022
1273,0,Dance,2022
1273,58,Moral Science,2022
1273,69,computer,2022
1273,77,Library,2022
1273,84,Mathematics,2022
1273,45,Civics,2022
1273,45,Hindi,2022
1273,66,General Knowledge,2021
1273,29,Dance,2021
1273,75,Geography,2021
1273,32,computer,2021
1273,1,Civics,2021
1273,87,Physics,2021
1273,22,Hindi,2021
1273,66,Art,2021
1273,91,General Knowledge,2020
1273,16,Geography,2020
1273,22,Library,2020
1273,70,Music,2020
1273,18,Chemistry,2020
1273,57,Physics,2020
1273,58,Hindi,2020
1273,90,Sports,2020
1274,42,Biology,2022
1274,41,Dance,2022
1274,87,Moral Science,2022
1274,58,computer,2022
1274,47,Library,2022
1274,78,Mathematics,2022
1274,52,Civics,2022
1274,23,Hindi,2022
1274,49,General Knowledge,2021
1274,74,Dance,2021
1274,21,Geography,2021
1274,62,computer,2021
1274,51,Civics,2021
1274,92,Physics,2021
1274,36,Hindi,2021
1274,21,Art,2021
1274,80,General Knowledge,2020
1274,23,Geography,2020
1274,57,Library,2020
1274,63,Music,2020
1274,31,Chemistry,2020
1274,42,Physics,2020
1274,88,Hindi,2020
1274,8,Sports,2020
1275,94,Biology,2022
1275,94,Dance,2022
1275,45,Moral Science,2022
1275,74,computer,2022
1275,83,Library,2022
1275,27,Mathematics,2022
1275,56,Civics,2022
1275,45,Hindi,2022
1275,60,General Knowledge,2021
1275,81,Dance,2021
1275,60,Geography,2021
1275,81,computer,2021
1275,43,Civics,2021
1275,12,Physics,2021
1275,92,Hindi,2021
1275,28,Art,2021
1275,99,General Knowledge,2020
1275,68,Geography,2020
1275,41,Library,2020
1275,11,Music,2020
1275,4,Chemistry,2020
1275,25,Physics,2020
1275,100,Hindi,2020
1275,52,Sports,2020
1276,70,Biology,2022
1276,88,Dance,2022
1276,22,Moral Science,2022
1276,69,computer,2022
1276,51,Library,2022
1276,6,Mathematics,2022
1276,26,Civics,2022
1276,57,Hindi,2022
1276,92,General Knowledge,2021
1276,51,Dance,2021
1276,47,Geography,2021
1276,76,computer,2021
1276,36,Civics,2021
1276,27,Physics,2021
1276,73,Hindi,2021
1276,45,Art,2021
1276,27,General Knowledge,2020
1276,67,Geography,2020
1276,85,Library,2020
1276,80,Music,2020
1276,84,Chemistry,2020
1276,84,Physics,2020
1276,11,Hindi,2020
1276,22,Sports,2020
1277,67,Biology,2022
1277,77,Dance,2022
1277,62,Moral Science,2022
1277,36,computer,2022
1277,18,Library,2022
1277,87,Mathematics,2022
1277,77,Civics,2022
1277,99,Hindi,2022
1277,25,General Knowledge,2021
1277,41,Dance,2021
1277,66,Geography,2021
1277,69,computer,2021
1277,47,Civics,2021
1277,35,Physics,2021
1277,68,Hindi,2021
1277,88,Art,2021
1277,26,General Knowledge,2020
1277,61,Geography,2020
1277,70,Library,2020
1277,83,Music,2020
1277,23,Chemistry,2020
1277,72,Physics,2020
1277,37,Hindi,2020
1277,47,Sports,2020
1278,34,Biology,2022
1278,84,Dance,2022
1278,25,Moral Science,2022
1278,21,computer,2022
1278,86,Library,2022
1278,24,Mathematics,2022
1278,78,Civics,2022
1278,82,Hindi,2022
1278,93,General Knowledge,2021
1278,54,Dance,2021
1278,8,Geography,2021
1278,12,computer,2021
1278,3,Civics,2021
1278,30,Physics,2021
1278,33,Hindi,2021
1278,52,Art,2021
1278,38,General Knowledge,2020
1278,36,Geography,2020
1278,55,Library,2020
1278,39,Music,2020
1278,67,Chemistry,2020
1278,41,Physics,2020
1278,94,Hindi,2020
1278,48,Sports,2020
1279,50,Biology,2022
1279,85,Dance,2022
1279,54,Moral Science,2022
1279,17,computer,2022
1279,74,Library,2022
1279,72,Mathematics,2022
1279,22,Civics,2022
1279,40,Hindi,2022
1279,46,General Knowledge,2021
1279,68,Dance,2021
1279,99,Geography,2021
1279,22,computer,2021
1279,98,Civics,2021
1279,30,Physics,2021
1279,24,Hindi,2021
1279,42,Art,2021
1279,68,General Knowledge,2020
1279,68,Geography,2020
1279,27,Library,2020
1279,60,Music,2020
1279,46,Chemistry,2020
1279,23,Physics,2020
1279,53,Hindi,2020
1279,63,Sports,2020
1280,91,Biology,2022
1280,32,Dance,2022
1280,32,Moral Science,2022
1280,2,computer,2022
1280,29,Library,2022
1280,90,Mathematics,2022
1280,81,Civics,2022
1280,100,Hindi,2022
1280,62,General Knowledge,2021
1280,60,Dance,2021
1280,53,Geography,2021
1280,15,computer,2021
1280,99,Civics,2021
1280,19,Physics,2021
1280,94,Hindi,2021
1280,70,Art,2021
1280,26,General Knowledge,2020
1280,45,Geography,2020
1280,44,Library,2020
1280,84,Music,2020
1280,19,Chemistry,2020
1280,96,Physics,2020
1280,37,Hindi,2020
1280,10,Sports,2020
1281,90,General Knowledge,2022
1281,58,Geography,2022
1281,89,Library,2022
1281,40,computer,2022
1281,61,Mathematics,2022
1281,53,Civics,2022
1281,38,Physics,2022
1281,37,Art,2022
1281,59,General Knowledge,2021
1281,84,Biology,2021
1281,100,Geography,2021
1281,46,Library,2021
1281,55,Chemistry,2021
1281,22,Physics,2021
1281,66,Hindi,2021
1281,37,Sports,2021
1281,81,Moral Science,2020
1281,99,Geography,2020
1281,36,computer,2020
1281,35,Chemistry,2020
1281,94,Music,2020
1281,40,Mathematics,2020
1281,42,Civics,2020
1281,93,Physics,2020
1282,82,General Knowledge,2022
1282,68,Geography,2022
1282,40,Library,2022
1282,77,computer,2022
1282,90,Mathematics,2022
1282,27,Civics,2022
1282,86,Physics,2022
1282,37,Art,2022
1282,59,General Knowledge,2021
1282,83,Biology,2021
1282,36,Geography,2021
1282,24,Library,2021
1282,84,Chemistry,2021
1282,89,Physics,2021
1282,82,Hindi,2021
1282,65,Sports,2021
1282,67,Moral Science,2020
1282,44,Geography,2020
1282,85,computer,2020
1282,34,Chemistry,2020
1282,84,Music,2020
1282,83,Mathematics,2020
1282,45,Civics,2020
1282,83,Physics,2020
1283,0,General Knowledge,2022
1283,91,Geography,2022
1283,79,Library,2022
1283,24,computer,2022
1283,78,Mathematics,2022
1283,100,Civics,2022
1283,86,Physics,2022
1283,11,Art,2022
1283,88,General Knowledge,2021
1283,83,Biology,2021
1283,24,Geography,2021
1283,28,Library,2021
1283,94,Chemistry,2021
1283,79,Physics,2021
1283,96,Hindi,2021
1283,55,Sports,2021
1283,100,Moral Science,2020
1283,94,Geography,2020
1283,55,computer,2020
1283,75,Chemistry,2020
1283,94,Music,2020
1283,80,Mathematics,2020
1283,84,Civics,2020
1283,38,Physics,2020
1284,55,General Knowledge,2022
1284,63,Geography,2022
1284,20,Library,2022
1284,43,computer,2022
1284,48,Mathematics,2022
1284,73,Civics,2022
1284,30,Physics,2022
1284,88,Art,2022
1284,61,General Knowledge,2021
1284,76,Biology,2021
1284,47,Geography,2021
1284,39,Library,2021
1284,26,Chemistry,2021
1284,53,Physics,2021
1284,98,Hindi,2021
1284,30,Sports,2021
1284,58,Moral Science,2020
1284,23,Geography,2020
1284,61,computer,2020
1284,16,Chemistry,2020
1284,8,Music,2020
1284,50,Mathematics,2020
1284,33,Civics,2020
1284,81,Physics,2020
1285,69,General Knowledge,2022
1285,67,Geography,2022
1285,98,Library,2022
1285,76,computer,2022
1285,39,Mathematics,2022
1285,71,Civics,2022
1285,31,Physics,2022
1285,50,Art,2022
1285,95,General Knowledge,2021
1285,19,Biology,2021
1285,99,Geography,2021
1285,52,Library,2021
1285,34,Chemistry,2021
1285,63,Physics,2021
1285,88,Hindi,2021
1285,62,Sports,2021
1285,43,Moral Science,2020
1285,89,Geography,2020
1285,24,computer,2020
1285,42,Chemistry,2020
1285,70,Music,2020
1285,60,Mathematics,2020
1285,32,Civics,2020
1285,93,Physics,2020
1286,41,General Knowledge,2022
1286,52,Geography,2022
1286,26,Library,2022
1286,62,computer,2022
1286,55,Mathematics,2022
1286,88,Civics,2022
1286,88,Physics,2022
1286,7,Art,2022
1286,35,General Knowledge,2021
1286,63,Biology,2021
